County,Facilities Sending Samples,Received Samples at Lab,Total Test Valid Outcomes,Total Test Valid Outcomes gt 1000,Suppression Total Test Valid Outcomes,Suppression Female tests,Suppression Male tests,Rain,Maize
Baringo,13,406,614,149,0.75732899,0.7777777779999999,0.804347826,122.836,40.722720720720716
Bomet,50,831,1124,169,0.849644128,0.877266388,0.8389830509999999,,40.722720720720716
Bungoma,67,2353,1840,375,0.796195652,0.82016129,0.781431335,,40.722720720720716
Busia,63,2721,2119,335,0.84190656,0.8683453240000001,0.833043478,,40.722720720720716
Elgeyo Marakwet,17,219,219,70,0.680365297,0.6875,0.85106383,,40.722720720720716
Embu,28,967,1190,232,0.805042017,0.821167883,0.7671641790000001,,40.722720720720716
Garissa,6,43,78,13,0.833333333,0.847457627,0.7894736840000001,171.2508,40.722720720720716
Homa Bay,180,11061,10290,1406,0.8633624879999999,0.888349515,0.840967742,,40.722720720720716
Isiolo,3,23,48,13,0.729166667,0.7105263159999999,0.666666667,,40.722720720720716
Kajiado,29,996,1218,270,0.778325123,0.811821472,0.735905045,,61.0
Kakamega,136,3808,2480,566,0.771774194,0.796650718,0.766328012,,50.0
Kericho,34,1281,1624,235,0.855295567,0.864743012,0.854508197,,40.722720720720716
Kiambu,60,4369,4744,454,0.9043001690000001,0.9047175670000001,0.902925532,,50.0
Kilifi,43,1574,1654,340,0.794437727,0.8067675870000001,0.7749510759999999,,40.722720720720716
Kirinyaga,37,1053,1210,137,0.88677686,0.90942928,0.878116343,,40.722720720720716
Kisii,117,2434,3630,443,0.877961433,0.888977318,0.88045738,,40.722720720720716
Kisumu,127,9320,10512,1544,0.8531202440000001,0.875093717,0.856489945,,40.722720720720716
Kitui,69,1887,2257,375,0.8338502440000001,0.8486682809999999,0.793650794,,40.722720720720716
Kwale,28,911,837,196,0.765830346,0.775671406,0.735751295,,62.0
Laikipia,17,909,753,136,0.81938911,0.8373983740000001,0.8117154809999999,,40.722720720720716
Lamu,9,77,113,38,0.6637168139999999,0.71641791,0.595744681,473.9418,40.722720720720716
Machakos,58,2813,2507,432,0.8276824890000001,0.847254005,0.782786885,,40.722720720720716
Makueni,59,1774,2115,387,0.817021277,0.830801105,0.782537068,,40.722720720720716
Mandera,0,0,0,0,,,,74.1674,40.722720720720716
Marsabit,6,149,67,15,0.7761194029999999,0.8125,0.684210526,80.9139,51.75
Meru,43,1903,1658,344,0.79252111,0.7958818259999999,0.787524366,,40.722720720720716
Migori,121,6728,7656,901,0.882314525,0.8944423,0.876916338,,67.46
Mombasa,51,3169,4121,689,0.8328075709999999,0.841349605,0.816436252,,40.722720720720716
Muranga,33,1872,1977,230,0.883662114,0.8853046590000001,0.881239243,,40.722720720720716
Nairobi,156,15300,16803,2306,0.862762602,0.872718978,0.8678794559999999,,40.722720720720716
Nakuru,80,4127,3387,693,0.795394154,0.811840294,0.793103448,,40.722720720720716
Nandi,24,838,909,170,0.812981298,0.8452579029999999,0.763636364,,40.722720720720716
Narok,37,763,775,182,0.76516129,0.800788955,0.771929825,,40.722720720720716
Nyamira,87,1131,972,268,0.724279835,0.7463126840000001,0.6942446040000001,,40.722720720720716
Nyandarua,32,792,743,140,0.8115746970000001,0.8059405940000001,0.823275862,,40.722720720720716
Nyeri,33,2087,2137,265,0.875994385,0.87037037,0.8887240359999999,,65.0
Samburu,5,121,52,21,0.596153846,0.548387097,0.611111111,66.7219,40.722720720720716
Siaya,139,10403,12551,2390,0.809576926,0.833994624,0.8106136820000001,,53.69
Taita Taveta,30,674,623,141,0.773675762,0.768722467,0.7950310559999999,,40.722720720720716
Tana River,11,193,127,39,0.692913386,0.7070707070000001,0.620689655,466.2936,40.722720720720716
Tharaka Nithi,18,530,307,71,0.768729642,0.765625,0.7699115040000001,,40.722720720720716
Trans Nzoia,18,1091,1020,190,0.81372549,0.848,0.819444444,,40.722720720720716
Turkana,32,667,708,279,0.605932203,0.667464115,0.5625,,54.99
Uasin Gishu,30,3235,3098,462,0.85087153,0.898858075,0.857782755,253.7243,40.722720720720716
Vihiga,37,1442,1117,219,0.8039391229999999,0.833091437,0.792332268,,40.722720720720716
Wajir,1,2,0,0,,,,91.3662,40.722720720720716
West Pokot,7,132,150,34,0.773333333,0.8292682929999999,0.727272727,171.2604,40.722720720720716
