County,Facilities Sending Samples,Received Samples at Lab,Total Test Valid Outcomes,Total Test Valid Outcomes gt 1000,Suppression Total Test Valid Outcomes,Suppression Female tests,Suppression Male tests,Rain,Maize
Baringo,14,287,312,83,0.7339743590000001,0.7393364929999999,0.712765957,576.8069,40.722720720720716
Bomet,40,600,831,187,0.774969916,0.803956835,0.737051793,,36.0
Bungoma,57,2094,1451,433,0.701585114,0.735849057,0.688760807,,40.722720720720716
Busia,46,4075,3161,905,0.713698197,0.73826458,0.6804853390000001,,40.722720720720716
Elgeyo Marakwet,22,364,246,46,0.81300813,0.8313253009999999,0.775,,40.722720720720716
Embu,23,755,619,113,0.817447496,0.8054862840000001,0.85492228,,40.722720720720716
Garissa,8,264,207,44,0.7874396140000001,0.782945736,0.814285714,203.6824,40.722720720720716
Homa Bay,176,8040,9549,1473,0.84574301,0.8541139240000001,0.8455200820000001,,40.722720720720716
Isiolo,7,146,73,26,0.643835616,0.590909091,0.7692307690000001,,40.722720720720716
Kajiado,27,927,828,152,0.816425121,0.808586762,0.8389830509999999,,36.96
Kakamega,100,3983,3131,892,0.715106995,0.7268145159999999,0.7050452779999999,,37.14
Kericho,36,867,1030,176,0.8291262140000001,0.8409448820000001,0.831460674,,40.722720720720716
Kiambu,52,3088,3169,433,0.8633638370000001,0.8810232,0.872976339,,40.0
Kilifi,45,1111,2073,439,0.7882296190000001,0.782417582,0.787085515,,40.722720720720716
Kirinyaga,12,794,836,131,0.843301435,0.8692579509999999,0.8270042190000001,,40.722720720720716
Kisii,117,2755,3639,628,0.827425117,0.842985318,0.831181728,,40.722720720720716
Kisumu,117,9944,9408,1692,0.820153061,0.835586347,0.807949232,,40.722720720720716
Kitui,61,1833,1760,331,0.8119318179999999,0.847861842,0.716075157,,40.722720720720716
Kwale,23,399,625,158,0.7472,0.769396552,0.664285714,,32.5
Laikipia,18,531,519,101,0.80539499,0.8314285709999999,0.78807947,,40.722720720720716
Lamu,1,1,29,8,0.7241379309999999,0.6875,0.75,5.8649,40.722720720720716
Machakos,49,1717,1556,241,0.8451156809999999,0.857277883,0.8300653590000001,,40.722720720720716
Makueni,53,1447,1297,223,0.828064765,0.8473372779999999,0.8,,40.722720720720716
Mandera,6,75,73,27,0.630136986,0.625,0.628571429,172.2459,40.722720720720716
Marsabit,3,39,57,11,0.807017544,0.833333333,0.7142857140000001,185.9447,38.5
Meru,38,1703,1547,213,0.8623141559999999,0.8705994290000001,0.848484848,,40.722720720720716
Migori,111,4808,4893,598,0.87778459,0.8892261,0.869891008,,30.43
Mombasa,43,5155,3703,621,0.832298137,0.8395209579999999,0.815371025,,40.722720720720716
Muranga,29,1153,1108,186,0.832129964,0.8441215320000001,0.8097982709999999,,40.722720720720716
Nairobi,151,14014,14193,2486,0.824843233,0.839185235,0.817301194,,40.722720720720716
Nakuru,69,2805,3199,646,0.798061894,0.801230478,0.794871795,,40.722720720720716
Nandi,21,987,1141,282,0.752848379,0.766066838,0.7478005870000001,,40.722720720720716
Narok,34,545,572,137,0.76048951,0.8090185679999999,0.687150838,,40.722720720720716
Nyamira,84,1077,1655,389,0.764954683,0.7823408620000001,0.70669746,,40.722720720720716
Nyandarua,29,668,659,81,0.877086495,0.886792453,0.861702128,,40.722720720720716
Nyeri,30,1585,1710,214,0.874853801,0.8795718109999999,0.868327402,,52.54
Samburu,9,118,120,46,0.6166666670000001,0.621621622,0.585365854,230.0594,40.722720720720716
Siaya,136,4905,6930,1494,0.7844155840000001,0.808331487,0.748845799,,29.81
Taita Taveta,32,435,523,101,0.806883365,0.837078652,0.7638888890000001,,40.722720720720716
Tana River,10,132,129,38,0.705426357,0.7113402059999999,0.6875,0.5668,40.722720720720716
Tharaka Nithi,12,633,435,69,0.84137931,0.867647059,0.8,,40.722720720720716
Trans Nzoia,16,1463,1146,270,0.7643979059999999,0.7799274490000001,0.738562092,,40.722720720720716
Turkana,30,751,554,222,0.5992779779999999,0.656050955,0.554140127,,40.722720720720716
Uasin Gishu,28,3428,2774,825,0.70259553,0.713114754,0.696732026,847.3596,40.722720720720716
Vihiga,40,1202,770,252,0.672727273,0.695238095,0.61722488,,40.722720720720716
Wajir,3,11,10,3,0.7,0.666666667,0.6,162.2113,40.722720720720716
West Pokot,15,354,238,40,0.831932773,0.8636363640000001,0.768292683,547.0819,40.722720720720716
