County,Facilities Sending Samples,Received Samples at Lab,Total Test Valid Outcomes,Total Test Valid Outcomes gt 1000,Suppression Total Test Valid Outcomes,Suppression Female tests,Suppression Male tests,Rain,Maize
Baringo,11,228,143,40,0.72027972,0.701923077,0.805555556,363.029,40.722720720720716
Bomet,42,713,568,113,0.801056338,0.8005390840000001,0.822485207,,36.0
Bungoma,56,2176,2434,423,0.826211997,0.8384858040000001,0.7927215190000001,,40.722720720720716
Busia,41,2625,2609,451,0.827136834,0.8319623970000001,0.819460727,,40.722720720720716
Elgeyo Marakwet,23,204,181,42,0.7679558009999999,0.7777777779999999,0.745454545,,40.722720720720716
Embu,19,652,520,93,0.821153846,0.84,0.783950617,,40.722720720720716
Garissa,4,79,75,13,0.826666667,0.773584906,0.954545455,202.9463,40.722720720720716
Homa Bay,172,8322,8379,1301,0.844730875,0.861465549,0.828767123,,40.722720720720716
Isiolo,6,190,86,23,0.73255814,0.736842105,0.740740741,,40.722720720720716
Kajiado,26,938,789,126,0.840304183,0.846153846,0.842342342,,47.33
Kakamega,96,2410,2576,524,0.796583851,0.8078291809999999,0.765337423,,38.75
Kericho,35,970,912,143,0.8432017540000001,0.833910035,0.8690909090000001,,40.722720720720716
Kiambu,56,3820,3014,335,0.8888520240000001,0.891229789,0.889484979,,35.0
Kilifi,29,1188,1049,181,0.827454719,0.874074074,0.7666666670000001,,40.722720720720716
Kirinyaga,11,749,540,86,0.840740741,0.8988439309999999,0.8292682929999999,,40.722720720720716
Kisii,101,1879,2304,411,0.821614583,0.8270096459999999,0.813253012,,40.722720720720716
Kisumu,119,8063,6960,856,0.8770114940000001,0.8899356620000001,0.86503856,,40.722720720720716
Kitui,63,2163,1721,261,0.8483439859999999,0.868669528,0.822125813,,40.722720720720716
Kwale,22,271,211,46,0.781990521,0.856115108,0.708333333,,38.42
Laikipia,17,816,408,71,0.8259803920000001,0.8592592590000001,0.7857142859999999,,40.722720720720716
Lamu,4,49,30,10,0.666666667,0.875,1.0,129.4794,40.722720720720716
Machakos,56,3312,2238,320,0.857015192,0.8680718190000001,0.811428571,,36.36
Makueni,57,1824,1249,169,0.864691753,0.889963724,0.8428571429999999,,40.722720720720716
Mandera,2,16,16,3,0.8125,0.8888888890000001,0.6,171.9873,40.722720720720716
Marsabit,4,46,45,5,0.8888888890000001,0.96,0.833333333,173.3564,40.0
Meru,34,1134,865,92,0.893641618,0.909893993,0.875,,40.722720720720716
Migori,102,5543,5281,580,0.8901723159999999,0.889948007,0.8994515540000001,,40.722720720720716
Mombasa,35,2546,2293,534,0.767117314,0.754756871,0.771822358,,40.722720720720716
Muranga,30,1155,1080,173,0.839814815,0.860244233,0.812121212,,40.722720720720716
Nairobi,150,14062,10233,1375,0.865630802,0.8810389609999999,0.8722665740000001,,40.722720720720716
Nakuru,58,3181,2304,420,0.817708333,0.8262233379999999,0.803834808,,40.722720720720716
Nandi,22,858,544,85,0.84375,0.857142857,0.811688312,,40.722720720720716
Narok,33,494,547,114,0.791590494,0.8017751479999999,0.828571429,,38.72
Nyamira,74,1389,1379,259,0.812182741,0.820895522,0.777472527,,40.722720720720716
Nyandarua,32,813,589,77,0.8692699490000001,0.861271676,0.8863636359999999,,40.722720720720716
Nyeri,29,1196,870,123,0.85862069,0.85492228,0.87544484,,31.47
Samburu,4,88,48,14,0.708333333,0.7666666670000001,0.588235294,192.2247,40.722720720720716
Siaya,138,11664,7754,1175,0.848465308,0.8536246279999999,0.83842628,,31.78
Taita Taveta,16,178,181,27,0.8508287290000001,0.85046729,0.894736842,,40.722720720720716
Tana River,7,86,13,6,0.538461538,0.583333333,0.0,186.913,40.722720720720716
Tharaka Nithi,14,285,259,41,0.841698842,0.8827160490000001,0.805555556,,40.722720720720716
Trans Nzoia,17,792,1105,219,0.801809955,0.818302387,0.765578635,,40.722720720720716
Turkana,27,662,490,172,0.648979592,0.650684932,0.661870504,,27.87
Uasin Gishu,22,3152,4102,866,0.7888834709999999,0.796829971,0.781370285,472.2412,40.722720720720716
Vihiga,38,1557,1630,247,0.848466258,0.85412844,0.8522483940000001,,40.722720720720716
Wajir,1,3,0,0,,,,161.239,40.722720720720716
West Pokot,9,224,206,32,0.844660194,0.872340426,0.770491803,361.7108,40.722720720720716
